person,label
University of East London,Q1345942
--NME--,--NME--
Modern flat Earth societies,Q110821736
Samuel Shenton,Q7412608
Samuel Shenton,Q7412608
--NME--,--NME--
Odessa University,Q85300
Odessa University,Q85300
Hideki Shirakawa,Q110916
--NME--,--NME--
Hideki Shirakawa,Q110916
--NME--,--NME--
University of Tsukuba,Q743615
Zhejiang University,Q197543
--NME--,--NME--
Joseph Black,Q272512
--NME--,--NME--
Jan Baptist van Helmont,Q294169
Carbon dioxide,Q1997
--NME--,--NME--
Joseph Black,Q272512
Henry Cavendish,Q131733
Hydrogen,Q556
Joseph Priestley,Q159636
Carl Wilhelm Scheele,Q70538
Fred Hutchinson Cancer Research Center,Q1452369
--NME--,--NME--
Nature (journal),Q180445
Cell (journal),Q655814
Proceedings of the National Academy of Sciences of the United States of America,Q1146531
Journal of Molecular Biology,Q925779
Harold Jeffreys,Q379999
Gold Medal of the Royal Astronomical Society,Q753072
Copley Medal,Q28003
--NME--,--NME--
Palomar–Leiden survey,Q2048368
Ingrid van Houten-Groeneveld,Q231642
Cornelis Johannes van Houten,Q336095
Leiden,Q43631
Tom Gehrels,Q312255
Palomar Observatory,Q191684
--NME--,--NME--
Americium,Q1872
Europium,Q1396
Curium,Q1876
Marie Curie,Q7186
Pierre Curie,Q37463
Gadolinium,Q1832
Johan Gadolin,Q312571
Copernican heliocentrism,Q3984081
Solar System,Q544
Galileo Galilei,Q307
Tycho Brahe,Q36620
Johannes Kepler,Q8963
Isaac Newton,Q935
Copley Medal,Q28003
Royal Society,Q123885
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
RNA polymerase,Q272631
Chloroplast,Q47263
California Institute of Technology,Q161562
--NME--,--NME--
DNA,Q7430
Organelle,Q45948
Catherine Zeta-Jones,Q47664
Velma Kelly,Q7919235
Susan Misner,Q462955
--NME--,--NME--
Liz Mikel,Q6660245
Denise Faye,Q5257661
--NME--,--NME--
Annie (musical),Q566892
Deidre Goodwin,Q22003971
--NME--,--NME--
June Angela,Q6312200
Ekaterina Shchelkanova,Q3875064
--NME--,--NME--
--NME--,--NME--
Beau Bridges,Q309640
--NME--,--NME--
Primetime Emmy Award for Outstanding Guest Actor in a Drama Series,Q2604800
--NME--,--NME--
Battle of Singapore,Q296754
John Madsen (physicist),Q21538104
Electrical engineering,Q43035
University of Sydney,Q487556
Radiophysics,Q290578
Council for Scientific and Industrial Research,Q849145
Massachusetts Institute of Technology,Q49108
Marvin Minsky,Q204815
Seymour Papert,Q335027
Backpropagation,Q798503
Unsupervised learning,Q1152135
Geoffrey Hinton,Q92894
University of Toronto,Q180865
RapidMiner,Q965395
R (programming language),Q206904
Python (programming language),Q28865
--NME--,--NME--
David Bloor,Q3017532
Recurrent neural network,Q1457734
Long short-term memory,Q6673524
Long short-term memory,Q6673524
Sepp Hochreiter,Q7451965
Jürgen Schmidhuber,Q92735
Recurrent neural network,Q1457734
--NME--,--NME--
Jürgen Schmidhuber,Q92735
Dalle Molle Institute for Artificial Intelligence Research,Q5211467
Pattern recognition,Q378859
Machine learning,Q2539
--NME--,--NME--
Pitié-Salpêtrière Hospital,Q939883
Paris,Q90
--NME--,--NME--
Parietal lobe,Q815334
Inferior parietal lobule,Q6412501
Intraparietal sulcus,Q2490706
The Walt Disney Company,Q7414
Magic Journeys,Q2908771
Captain EO,Q44408
Francis Ford Coppola,Q56094
Michael Jackson,Q2831
--NME--,--NME--
--NME--,--NME--
KUKA,Q163566
KUKA Systems,Q163566
--NME--,--NME--
Programmable Universal Machine for Assembly,Q955240
Victor Scheinman,Q3558944
Association for the Advancement of Artificial Intelligence,Q2739680
--NME--,--NME--
Artificial intelligence,Q11660
Kenneth W. Ford,Q1738861
Simon Newcomb,Q164401
Artificial intelligence,Q11660
Heterodyne,Q760140
Signal processing,Q208163
--NME--,--NME--
Reginald Fessenden,Q334347
John Wayne,Q40531
Hondo (film),Q1888547
Warner Bros.,Q126399
Columbia Pictures,Q186941
Miss Sadie Thompson,Q1401108
Rita Hayworth,Q42745
Paramount Pictures,Q159846
Money from Home,Q1199685
Dean Martin,Q215359
Jerry Lewis,Q294927
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
International Journal of Computer Vision,Q1666664
International Journal of Computer Vision,Q1666664
Histogram of oriented gradients,Q419918
--NME--,--NME--
--NME--,--NME--
Histogram of oriented gradients,Q419918
Conference on Computer Vision and Pattern Recognition,Q2992422
Conference on Computer Vision and Pattern Recognition,Q2992422
--NME--,--NME--
--NME--,--NME--
Computer vision,Q844240
Digital image processing,Q1070689
International Association for Pattern Recognition,Q18351787
International Association for Pattern Recognition,Q18351787
Pattern recognition,Q378859
Digital image processing,Q1070689
International Association for Pattern Recognition,Q18351787
--NME--,--NME--
Connectionist temporal classification,Q48996438
Connectionist temporal classification,Q48996438
Alex Graves (computer scientist),Q25189853
DeepMind,Q15733006
--NME--,--NME--
University of Toronto,Q180865
John D. Lafferty,Q18719196
--NME--,--NME--
International Conference on Machine Learning,Q17087718
Linear predictive coding,Q1826438
--NME--,--NME--
Speech coding,Q3270773
Fumitada Itakura,Q5508598
Nagoya University,Q1191132
--NME--,--NME--
Nippon Telegraph and Telephone,Q1054787
Nippon Telegraph and Telephone,Q1054787
Logo,Q1886349
BBN Technologies,Q891612
BBN Technologies,Q891612
"Cambridge, Massachusetts",Q49111
Massachusetts,Q771
Wally Feurzeig,Q5814314
Cynthia Solomon,Q4815998
Seymour Papert,Q335027
George Devol,Q472378
--NME--,--NME--
Industrial robot,Q1128980
United States,Q30
Unimate,Q1516542
--NME--,--NME--
Computer vision,Q844240
--NME--,--NME--
--NME--,--NME--
International Conference on Computer Vision,Q1653169
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
International Conference on Computer Vision,Q1653169
CycL,Q3890214
Computer science,Q21198
Artificial intelligence,Q11660
Ontology language,Q7095059
Douglas Lenat,Q559334
Cyc,Q1147294
Unimation,Q1598157
Victor Scheinman,Q3558944
--NME--,--NME--
Victor Scheinman,Q3558944
Programmable Universal Machine for Assembly,Q955240
Victor Scheinman,Q3558944
Vala (programming language),Q1138939
--NME--,--NME--
Neuroscience Research Program,Q25326566
American Academy of Arts and Sciences,Q463303
American Academy of Arts and Sciences,Q463303
McGovern Institute for Brain Research,Q6801414
Felix Gers,Q29918552
Jürgen Schmidhuber,Q92735
--NME--,--NME--
Fredkin gate,Q338556
Fredkin gate,Q338556
--NME--,--NME--
Computational linguistics,Q182557
David G. Hays,Q5233935
Association for Computational Linguistics,Q4346375
International Committee on Computational Linguistics,Q17087662
International Committee on Computational Linguistics,Q17087662
Boris Katz,Q4217810
Chișinău,Q21197
Moldavian Soviet Socialist Republic,Q170895
Soviet Union,Q15180
Chișinău,Q21197
Moldova,Q217
MIT Computer Science and Artificial Intelligence Laboratory,Q1354917
Massachusetts Institute of Technology,Q49108
"Cambridge, Massachusetts",Q49111
--NME--,--NME--
Barney Bubbles,Q2062642
The Specials,Q19057
Ghost Town (Specials song),Q15123297
Squeeze (band),Q591279
--NME--,--NME--
--NME--,--NME--
Elvis Costello,Q206939
Clubland (band),Q5136536
New Lace Sleeves,Q65087160
Fun Boy Three,Q1473992
--NME--,--NME--
Sun Ra,Q354508
Sun Ra and his Solar Arkestra Visits Planet Earth,Q7638461
Interstellar Low Ways,Q6057112
Super-Sonic Jazz,Q2367002
We Travel the Space Ways,Q7977807
The Nubians of Plutonia,Q7754471
Jazz in Silhouette,Q1684500
--NME--,--NME--
Tea for the Tillerman,Q1077486
Teaser and the Firecat,Q950519
--NME--,--NME--
Recording Industry Association of America,Q200863
BBC News,Q1160945
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Power in Black,Q3909677
Bay Area thrash metal,Q2537356
Thrash metal,Q483352
Exodus (American band),Q728170
Testament (band),Q309312
RBX,Q1041341
Nas,Q194220
KRS-One,Q432552
--NME--,--NME--
--NME--,--NME--
Dr. Dre,Q6078
Dr. Dre Presents the Aftermath,Q1764643
The Psycho Realm,Q7758662
Psycho Realm,Q1241167
Paris,Q90
Opéra-Comique,Q872222
--NME--,--NME--
Théâtre de la Ville,Q2352779
Marie Delna,Q15938593
"Dido, Queen of Carthage (opera)",Q5274220
Didon (Desmarets),Q5274228
--NME--,--NME--
--NME--,--NME--
Lady Antebellum,Q389870
Herrick (band),
The Quebe Sisters,Q7758915
Little Big Town,Q607317
The Band Perry,Q1460017
Gloriana (band),Q946099
Thompson Square,Q211530
Eli Young Band,Q5360355
Zac Brown Band,Q139154
--NME--,--NME--
The Shires (duo),Q17019103
Country music,Q83440
Kacey Musgraves,Q2783855
Miranda Lambert,Q231233
Layla,Q923966
Derek and the Dominos,Q724406
Robert Johnson,Q192133
Cross Road Blues,Q1141207
Cream (band),Q203736
James Brown,Q5950
Hip hop,Q11401
P-Funk,Q3353842
Parliament-Funkadelic,Q3353842
West Coast hip hop,Q429264
--NME--,--NME--
Elvis Costello,Q206939
Nick Lowe,Q962095
Carlene Carter,Q508212
Clive Langer,Q1101973
--NME--,--NME--
Drama Desk Award for Outstanding Music,Q5305717
Drama Desk Award for Outstanding Lyrics,Q5305716
Tony Award for Best Original Score,Q1478089
World War II,Q362
Bluegrass music,Q213714
Bill Monroe,Q170042
Lester Flatt,Q1346706
Earl Scruggs,Q74032
Roy Acuff,Q455773
Grand Ole Opry,Q7098695
59th Annual Grammy Awards,Q25060439
David Bowie,Q5383
Grammy Award for Best Rock Performance,Q1542182
Grammy Award for Best Alternative Music Album,Q1542129
"Grammy Award for Best Engineered Album, Non-Classical",Q5593793
Grammy Award for Best Recording Package,Q1836411
Grammy Award for Best Rock Song,Q282636
Piano accordion,Q264376
Forró,Q586110
Xote,Q502808
Baião (music),Q5569994
Luiz Gonzaga,Q982314
Baião (music),Q5569994
Dominguinhos,Q5290443
Now and Zen,Q837006
Manic Nirvana,Q724315
Fate of Nations,Q607704
Moya Brennan,Q238941
Clannad,Q192609
Cutting Crew,Q977526
Kevin MacMichael,Q6396825
Finland,Q33
Black metal,Q132438
Death metal,Q483251
--NME--,--NME--
Beherit,Q814482
Archgoat,Q3499560
Impaled Nazarene,Q629689
--NME--,--NME--
Rock Hard (magazine),Q455803
--NME--,--NME--
Death metal,Q483251
--NME--,--NME--
Lou Pearlman,Q730887
Backstreet Boys,Q17140
NSYNC,Q154454
LFO (American band),Q1758534
O-Town,Q1428025
--NME--,--NME--
Extreme (band),Q682710
Red Hot Chili Peppers,Q10708
Living Colour,Q1478077
Jane's Addiction,Q622947
Prince (musician),Q7542
Primus (band),Q741836
Fishbone,Q902881
Faith No More,Q320499
Rage Against the Machine,Q72092
Infectious Grooves,Q1662335
Incubus (band),Q1661036
Funk,Q164444
--NME--,--NME--
Mike Campbell (musician),Q1335425
Tom Petty and the Heartbreakers,Q2117272
Neil Finn,Q550436
Split Enz,Q1813605
Crowded House,Q1128045
Paris,Q90
Stade de France,Q13205
--NME--,--NME--
AccorHotels Arena,Q537720
Bataclan (theatre),Q810700
Casino de Paris,Q1187828
Théâtre de la Ville,Q2352779
--NME--,--NME--
Karen Matheson,Q3193118
--NME--,--NME--
--NME--,--NME--
Glen Campbell,Q162667
Bobbie Gentry,Q272253
John Denver,Q105460
Olivia Newton-John,Q185165
Anne Murray,Q236543
B. J. Thomas,Q706518
The Bellamy Brothers,Q815801
Linda Ronstadt,Q229375
--NME--,--NME--
Johnny Cash,Q42775
Dolly Parton,Q180453
Tammy Wynette,Q234017
David Allan Coe,Q711892
Emmylou Harris,Q231286
Boxcar Willie,Q323534
Johnny Russell (singer),Q1702403
Jerry Lee Lewis,Q202729
--NME--,--NME--
Lou Pearlman,Q730887
Backstreet Boys,Q17140
NSYNC,Q154454
LFO (American band),Q1758534
O-Town,Q1428025
--NME--,--NME--
BAFTA Award for Best Film,Q139184
BAFTA Award for Best Direction,Q787131
--NME--,--NME--
BAFTA Award for Most Promising Newcomer to Leading Film Roles,Q4834543
--NME--,--NME--
BAFTA Award for Best Editing,Q787145
Sam O'Steen,Q2216597
United Way of Canada,Q2944379
Lata Mangeshkar,Q156347
Maple Leaf Gardens,Q1814534
--NME--,--NME--
--NME--,--NME--
Wales,Q25
Cancer Research UK,Q326079
Wales Air Ambulance,Q19831114
CLIC Sargent,Q5012753
--NME--,--NME--
--NME--,--NME--
Hero (Mariah Carey song),Q933978
--NME--,--NME--
All I Want for Christmas Is You,Q653991
Fantasy (Mariah Carey song),Q996033
Always Be My Baby,Q449698
One Sweet Day,Q913565
--NME--,--NME--
Billboard (magazine),Q485240
--NME--,--NME--
--NME--,--NME--
Grammy Award,Q41254
Brit Awards,Q223313
American Music Awards,Q207601
MTV Video Music Award,Q223703
Ivor Novello Awards,Q61116
Mirrors (Blue Öyster Cult album),Q2534732
Sandy Pearlman,Q1101838
Black Sabbath,Q47670
--NME--,--NME--
Blue Öyster Cult,Q331016
Tom Werman,Q2440207
Cheap Trick,Q1068713
Ted Nugent,Q334670
--NME--,--NME--
Grammy Award,Q41254
Grammy Lifetime Achievement Award,Q935843
Grammy Award for Album of the Year,Q904528
You're the One (album),Q6978780
Staind,Q266496
Tormented (Staind album),Q686081
Dysfunction (album),Q2534690
Break the Cycle,Q2470344
14 Shades of Grey,Q2607840
Chapter V (Staind album),Q2534677
The Illusion of Progress,Q2569217
Staind (album),Q3068601
Nirvana (band),Q11649
Krist Novoselic,Q428798
With the Lights Out,Q1140480
From the Muddy Banks of the Wishkah,Q945101
Nevermind,Q17444
Gary Barlow,Q328753
Take That,Q152066
Tony Mortimer,Q1269300
East 17,Q1277715
Coldcut,Q698224
--NME--,--NME--
Jon Spencer,Q3183239
Jon Spencer Blues Explosion,Q1417601
Mike Ladd,Q1732055
Masada (band),Q932475
Masada Guitars,Q3297098
Marc Ribot,Q539506
Bill Frisell,Q434968
Tim Sparks,Q357876
Masada Recital,Q3297100
Mark Feldman,Q356089
Sylvie Courvoisier,Q117067
Masada (band),Q932475
Masada Rock,Q3297102
Rashanim,Q19866717
Voices in the Wilderness,Q512553
Tony Award,Q191874
Tony Award for Best Musical,Q1780176
Tony Award for Best Actress in a Musical,Q1537996
--NME--,--NME--
Tony Award for Best Featured Actor in a Musical,Q674165
--NME--,--NME--
Nas,Q194220
Doe or Die,Q537262
AZ (rapper),Q300300
The Infamous,Q2300766
Mobb Deep,Q727115
Only Built 4 Cuban Linx...,Q1187999
Raekwon,Q320167
--NME--,--NME--
Kool G Rap,Q554168
Tom Cochrane,Q1360993
Ragged Ass Road,Q7282888
I Mother Earth,Q1476446
--NME--,--NME--
Scenery and Fish,Q7430775
--NME--,--NME--
Little River Band,Q1474932
Playing to Win,Q7203435
No Reins,Q7044884
John Farnham,Q22072
The Magnificent Moodies,Q1963066
Denny Cordell,Q1189655
Beat music,Q546264
Rhythm and blues,Q45981
Decca Records,Q557632
Keith Urban,Q315547
Rod Stewart,Q182655
Taj Mahal (musician),Q353023
Joe Satriani,Q194287
David Hidalgo,Q432602
Larry LaLonde,Q1346329
Doc Watson,Q465636
4-string banjo,Q258896
Nashville sound,Q1751782
Country music,Q83440
Loretta Lynn,Q272931
Merle Haggard,Q183092
Buck Owens,Q712353
Porter Wagoner,Q712139
George Jones,Q508202
Sonny James,Q2302274
Christian alternative rock,Q5110298
Christian punk,Q63885
New wave music,Q187760
--NME--,--NME--
--NME--,--NME--
Undercover (band),Q7883491
The 77s,Q7711980
--NME--,--NME--
Steve Scott (performer),Q16239327
Adam Again,Q4678618
--NME--,--NME--
Quickflight,Q7271737
Daniel Amos,Q5216407
--NME--,--NME--
Lifesavers Underground,Q6545450
--NME--,--NME--
Choir,Q131186
The Choir (alternative rock band),Q7722633
Lifesavers Underground,Q6545450
Michael Knott,Q16730937
The Prayer Chain,Q7758019
Altar Boys,Q4736167
Toghon Temür,Q8666
Yuan dynasty,Q7313
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
China,Q148
Korea,Q18097
Goryeo,Q28208
Queen Noguk,Q704201
--NME--,--NME--
Gongmin of Goryeo,Q494074
The Little Prince,Q25338
Antoine de Saint-Exupéry,Q2908
Charles Lindbergh,Q1618
Pulitzer Prize,Q46525
A. Scott Berg,Q15496884
Charles Lindbergh,Q1618
Nazi Germany,Q7318
Shishupala Vadha,Q3515251
--NME--,--NME--
Naishadha Charita,Q13182921
Naishadha Charita,Q13182921
Chalcedon,Q337381
Mauretania,Q309272
Procopius (magister militum),Q3655796
Wilfred Owen,Q212719
At a Calvary near the Ancre,Q4812447
Arrian,Q31845
The Anabasis of Alexander,Q1236228
Cicero,Q1541
Pro Archia Poeta,Q3922215
--NME--,--NME--
John Ashbery,Q29418
Marilyn Hacker,Q3293094
Donald Justice,Q5294615
--NME--,--NME--
David Trinidad,Q5240505
Irish poetry,Q580340
Caitriona O'Reilly,Q5017936
--NME--,--NME--
Pulitzer Prize,Q46525
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Adrian Maniu,Q12720015
Tristan Tzara,Q16409
Symbolism (arts),Q164800
Simbolul,Q7517441
Ion Vinea,Q3801407
Experimental literature,Q1384425
Marcel Janco,Q366217
The Story of Civilization,Q3595765
Will Durant,Q333911
Poetry,Q482
There Will Come Soft Rains (short story),Q1984117
Poetry,Q482
Sara Teasdale,Q276013
Winnie-the-Pooh Meets the Queen,Q27536876
Jim Broadbent,Q185079
Private Eye,Q2195701
Sue Townsend,Q261465
"The Secret Diary of Adrian Mole, Aged 13¾",Q1450848
--NME--,--NME--
--NME--,--NME--
John Major,Q9559
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Military history of the United Kingdom,Q3138019
John Keegan,Q363722
Carl von Clausewitz,Q76430
A History of Warfare,Q11496123
John Keegan,Q363722
A History of Warfare,Q11496123
Art film,Q1135802
Donald Cammell,Q975488
Nicolas Roeg,Q51541
--NME--,--NME--
The Atlantic,Q1542536
Ty Burr,Q3542638
The Birth of a Nation,Q220394
47th Berlin International Film Festival,Q63466
Leonardo DiCaprio,Q38111
Silver Bear for Best Actor,Q819973
--NME--,--NME--
Alfred Bauer Prize,Q321207
--NME--,--NME--
Henry Miller,Q187765
John Steinbeck,Q39212
Antonin Artaud,Q187166
Edmund Wilson,Q704931
Gore Vidal,Q167821
James Agee,Q352963
James Leo Herlihy,Q945929
Lawrence Durrell,Q219784
Roger Zelazny,Q295406
This Immortal,Q2567510
Hugo Award,Q188914
Norman Mailer,Q180962
The Deer Park,Q7729563
Israel Horovitz,Q356397
The Indian Wants the Bronx,Q7741875
Neil Simon,Q315808
The Good Doctor (play),Q7737205
Joseph Papp,Q5480583
Richard III (play),Q652011
--NME--,--NME--
The Crisis,Q3520459
Harold Preece,Q21997100
Zora Neale Hurston,Q220480
--NME--,--NME--
Richard Condon,Q344955
The Manchurian Candidate,Q3278431
Prizzi's Honor,Q460664
Novel,Q8261
Poetry,Q482
Ikke Bødlen,Q5996023
Poetry,Q482
Amnesty International,Q42970
Denmark,Q35
Alphabet (poetry collection),Q4735186
Roger Waters,Q180861
Each Small Candle,Q5324876
Anthony Boucher,Q246303
The Magazine of Fantasy & Science Fiction,Q937202
The Two Towers,Q332388
Alfonso Cuarón,Q28028
Children of Men,Q221090
P. D. James,Q270648
The Children of Men,Q582825
Clive Owen,Q183178
Julianne Moore,Q80405
Michael Caine,Q123351
Academy Awards,Q19020
Willmott,Q1533050
W. B. Yeats,Q40213
W. B. Yeats,Q40213
Lake Isle of Innisfree,Q15241318
The Song of the Happy Shepherd,Q7765251
--NME--,--NME--
Robert Caro,Q373423
The Power Broker,Q7757917
Pulitzer Prize,Q46525
Robert Moses,Q1111386
Robert Caro,Q373423
--NME--,--NME--
--NME--,--NME--
Robert Moses,Q1111386
Trans-Manhattan Expressway,Q2448870
Gravity's Rainbow,Q1212160
National Book Award,Q572316
A Crown of Feathers and Other Stories,Q16619373
Isaac Bashevis Singer,Q75612
--NME--,--NME--
--NME--,--NME--
Chanson de Jérusalem,Q11707327
--NME--,--NME--
Germany,Q183
S. Fischer Verlag,Q481576
Heinrich Mann,Q76480
Thomas Mann,Q37030
Alfred Döblin,Q57389
Project Gutenberg,Q22673
Aleksandr Tvardovsky,Q362828
Novy Mir,Q2469587
One Day in the Life of Ivan Denisovich,Q27321
--NME--,--NME--
Aulus Gellius,Q294800
Ancient Rome,Q1747689
--NME--,--NME--
Classics,Q841090
--NME--,--NME--
Charles Dickens,Q5686
Leo Tolstoy,Q7243
George Orwell,Q3335
G. K. Chesterton,Q183167
Tom Wolfe,Q216195
--NME--,--NME--
"I, Too (Langston Hughes poem)",Q24964612
--NME--,--NME--
The Negro Speaks of Rivers,Q7753374
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Vivian Stanshall,Q249966
"Stinkfoot, a Comic Opera",Q7617449
Vivian Stanshall,Q249966
Ki Longfellow,Q6403615
Bristol,Q23154
The Thekla,Q7768639
--NME--,--NME--
--NME--,--NME--
James Whitcomb Riley,Q770177
--NME--,--NME--
Little Orphant Annie,Q6651249
Little Orphant Annie,Q6651249
Raggedy Man,Q3836687
The Raggedy Man,Q7759275
Johnny Gruelle,Q6266817
--NME--,--NME--
Nobel Prize in Literature,Q37922
Short story,Q49084
The True Story of Ah Q,Q613121
--NME--,--NME--
Translation,Q7553
Carl Sagan,Q410
NASA Distinguished Public Service Medal,Q2069978
Public Welfare Medal,Q4811818
Pulitzer Prize for General Nonfiction,Q784589
The Dragons of Eden,Q1152481
--NME--,--NME--
Emmy Award,Q123737
Peabody Award,Q838121
Hugo Award,Q188914
--NME--,--NME--
Luge at the 1976 Winter Olympics,Q667895
Equestrian at the 1976 Summer Olympics,Q642029
Chris Schenkel,Q1077729
Wide World of Sports (American TV series),Q3567942
Augustine of Hippo,Q8018
Thagaste,Q1324444
Souk Ahras,Q402992
Algeria,Q262
Numidia (Roman province),Q12901244
--NME--,--NME--
Tony Award,Q191874
Arthur Miller,Q80596
Death of a Salesman,Q820862
--NME--,--NME--
Hermann Hesse,Q25973
Prose,Q676
One Hour After Midnight,Q7092729
--NME--,--NME--
Far from the Madding Crowd,Q5642996
Thomas Hardy,Q132805
England,Q21
--NME--,--NME--
Wessex,Q105313
--NME--,--NME--
Picaresque novel,Q44563
Tobias Smollett,Q356283
Henry Fielding,Q34190
Robinson Crusoe,Q483034
Gil Blas,Q2635218
--NME--,--NME--
J. D. Salinger,Q79904
Holden Caulfield,Q720235
J. P. Donleavy,Q1346976
--NME--,--NME--
The Ginger Man,Q7736458
--NME--,--NME--
Hollywood,Q227856
--NME--,--NME--
--NME--,--NME--
The Ginger Man,Q7736458
--NME--,--NME--
--NME--,--NME--
Nobel Prize in Literature,Q37922
--NME--,--NME--
John Steinbeck,Q39212
--NME--,--NME--
